source_file,source_loc,rule_id,target_token,target_line,target_signal,target_fill_status,task_id,sample_id,attempt_idx,parse_ok,transform_changed,status,testbench_passed,judge_fooled,confidence_delta
data_all/adversarial_dataset.metadata.jsonl,line:10462,T34,,,,missing_token,,unknown,,,,,True,,0.2932
data_all/adversarial_dataset.metadata.jsonl,line:10465,T34,,,,missing_token,,unknown,,,,,True,,0.2933
data_all/adversarial_dataset.metadata.jsonl,line:10469,T34,,,,missing_token,,unknown,,,,,True,,0.2933
data_all/adversarial_dataset.metadata.jsonl,line:10471,T34,,,,missing_token,,unknown,,,,,True,,0.2933
data_all/adversarial_dataset.metadata.jsonl,line:1052,T34,,,,missing_token,,unknown,,,,,True,,0.017999999999999905
data_all/adversarial_dataset.metadata.jsonl,line:1057,T34,,,,missing_token,,unknown,,,,,True,,0.01739999999999997
data_all/adversarial_dataset.metadata.jsonl,line:1063,T34,,,,missing_token,,unknown,,,,,True,,0.01649999999999996
data_all/adversarial_dataset.metadata.jsonl,line:10678,T34,,,,missing_token,,unknown,,,,,True,,0.40900000000000003
data_all/adversarial_dataset.metadata.jsonl,line:10842,T34,,,,missing_token,,unknown,,,,,True,,0.05740000000000001
data_all/adversarial_dataset.metadata.jsonl,line:1090,T34,,,,missing_token,,unknown,,,,,True,,0.07139999999999991
data_all/adversarial_dataset.metadata.jsonl,line:11223,T34,,,,missing_token,,unknown,,,,,True,,0.058599999999999985
data_all/adversarial_dataset.metadata.jsonl,line:11228,T34,,,,missing_token,,unknown,,,,,True,,0.03190000000000004
data_all/adversarial_dataset.metadata.jsonl,line:11230,T34,,,,missing_token,,unknown,,,,,True,,0.059900000000000064
data_all/adversarial_dataset.metadata.jsonl,line:11241,T34,,,,missing_token,,unknown,,,,,True,,0.059900000000000064
data_all/adversarial_dataset.metadata.jsonl,line:114,T34,,,,missing_token,,unknown,,,,,True,,0.02200000000000002
data_all/adversarial_dataset.metadata.jsonl,line:11541,T34,,,,missing_token,,unknown,,,,,True,,0.1795
data_all/adversarial_dataset.metadata.jsonl,line:116,T34,,,,missing_token,,unknown,,,,,True,,0.15300000000000002
data_all/adversarial_dataset.metadata.jsonl,line:11644,T34,,,,missing_token,,unknown,,,,,True,,0.049800000000000066
data_all/adversarial_dataset.metadata.jsonl,line:11645,T34,,,,missing_token,,unknown,,,,,True,,0.05020000000000002
data_all/adversarial_dataset.metadata.jsonl,line:11646,T34,,,,missing_token,,unknown,,,,,True,,0.04970000000000008
data_all/adversarial_dataset.metadata.jsonl,line:11769,T34,,,,missing_token,,unknown,,,,,True,,0.05459999999999998
data_all/adversarial_dataset.metadata.jsonl,line:11899,T34,,,,missing_token,,unknown,,,,,True,,0.017400000000000082
data_all/adversarial_dataset.metadata.jsonl,line:11901,T34,,,,missing_token,,unknown,,,,,True,,0.017400000000000082
data_all/adversarial_dataset.metadata.jsonl,line:12155,T34,,,,missing_token,,unknown,,,,,True,,0.3358
data_all/adversarial_dataset.metadata.jsonl,line:126,T34,,,,missing_token,,unknown,,,,,True,,0.26670000000000005
data_all/adversarial_dataset.metadata.jsonl,line:12621,T34,,,,missing_token,,unknown,,,,,True,,0.12979999999999992
data_all/adversarial_dataset.metadata.jsonl,line:12787,T34,,,,missing_token,,unknown,,,,,True,,0.05999999999999994
data_all/adversarial_dataset.metadata.jsonl,line:12796,T34,,,,missing_token,,unknown,,,,,True,,0.05999999999999994
data_all/adversarial_dataset.metadata.jsonl,line:1293,T34,,,,missing_token,,unknown,,,,,True,,0.06469999999999998
data_all/adversarial_dataset.metadata.jsonl,line:1299,T34,,,,missing_token,,unknown,,,,,True,,0.06469999999999998
