source_file,source_loc,rule_id,target_token,target_line,target_signal,target_fill_status,task_id,sample_id,attempt_idx,parse_ok,transform_changed,status,testbench_passed,judge_fooled,confidence_delta
data_all/adversarial_dataset.metadata.jsonl,line:100,T32,1,,,engine_unresolved,,unknown,,,,,True,,0.10529999999999995
data_all/adversarial_dataset.metadata.jsonl,line:10003,T10,0,,,engine_unresolved,,unknown,,,,,True,,0.4714999999999999
data_all/adversarial_dataset.metadata.jsonl,line:1001,T32,2,,,engine_unresolved,,unknown,,,,,True,,0.3629
data_all/adversarial_dataset.metadata.jsonl,line:10011,T32,3,,,engine_unresolved,,unknown,,,,,True,,0.393
data_all/adversarial_dataset.metadata.jsonl,line:10013,T32,1,,,engine_unresolved,,unknown,,,,,True,,0.011800000000000033
data_all/adversarial_dataset.metadata.jsonl,line:10044,T32,0,,,engine_unresolved,,unknown,,,,,True,,0.2915000000000001
data_all/adversarial_dataset.metadata.jsonl,line:10055,T32,3,,,engine_unresolved,,unknown,,,,,True,,0.46699999999999997
data_all/adversarial_dataset.metadata.jsonl,line:1009,T32,2,,,engine_unresolved,,unknown,,,,,True,,0.3135
data_all/adversarial_dataset.metadata.jsonl,line:10091,T32,2,,,engine_unresolved,,unknown,,,,,True,,0.09570000000000001
data_all/adversarial_dataset.metadata.jsonl,line:10099,T32,2,,,engine_unresolved,,unknown,,,,,True,,0.37629999999999997
data_all/adversarial_dataset.metadata.jsonl,line:10100,T32,2,,,engine_unresolved,,unknown,,,,,True,,0.3769
data_all/adversarial_dataset.metadata.jsonl,line:10110,T32,3,,,engine_unresolved,,unknown,,,,,True,,0.11909999999999998
data_all/adversarial_dataset.metadata.jsonl,line:10113,T32,1,,,engine_unresolved,,unknown,,,,,True,,0.2681
data_all/adversarial_dataset.metadata.jsonl,line:10114,T32,1,,,engine_unresolved,,unknown,,,,,True,,0.04730000000000001
data_all/adversarial_dataset.metadata.jsonl,line:10115,T32,1,,,engine_unresolved,,unknown,,,,,True,,0.4862000000000001
data_all/adversarial_dataset.metadata.jsonl,line:10127,T32,0,,,engine_unresolved,,unknown,,,,,True,,0.14470000000000005
data_all/adversarial_dataset.metadata.jsonl,line:10132,T32,0,,,engine_unresolved,,unknown,,,,,True,,0.03610000000000002
data_all/adversarial_dataset.metadata.jsonl,line:10136,T32,2,,,engine_unresolved,,unknown,,,,,True,,0.2289
data_all/adversarial_dataset.metadata.jsonl,line:10141,T20,6,,,engine_unresolved,,unknown,,,,,True,,0.10970000000000002
data_all/adversarial_dataset.metadata.jsonl,line:10161,T32,1,,,engine_unresolved,,unknown,,,,,True,,0.025900000000000034
data_all/adversarial_dataset.metadata.jsonl,line:10162,T32,1,,,engine_unresolved,,unknown,,,,,True,,0.08360000000000001
data_all/adversarial_dataset.metadata.jsonl,line:10165,T32,1,,,engine_unresolved,,unknown,,,,,True,,0.10309999999999997
data_all/adversarial_dataset.metadata.jsonl,line:10170,T32,1,,,engine_unresolved,,unknown,,,,,True,,0.034499999999999975
data_all/adversarial_dataset.metadata.jsonl,line:102,T32,2,,,engine_unresolved,,unknown,,,,,True,,0.34520000000000006
data_all/adversarial_dataset.metadata.jsonl,line:10210,T32,2,,,engine_unresolved,,unknown,,,,,True,,0.28500000000000003
data_all/adversarial_dataset.metadata.jsonl,line:10219,T32,0,,,engine_unresolved,,unknown,,,,,True,,0.06030000000000002
data_all/adversarial_dataset.metadata.jsonl,line:10225,T32,0,,,engine_unresolved,,unknown,,,,,True,,0.13650000000000007
data_all/adversarial_dataset.metadata.jsonl,line:10237,T32,2,,,engine_unresolved,,unknown,,,,,True,,0.09899999999999998
data_all/adversarial_dataset.metadata.jsonl,line:10241,T32,2,,,engine_unresolved,,unknown,,,,,True,,0.16070000000000007
data_all/adversarial_dataset.metadata.jsonl,line:10248,T32,0,,,engine_unresolved,,unknown,,,,,True,,0.08799999999999997
